seqname	start	end	strand	name	display_name	note
chrVII	1080621	1080983	+	PAU12	>PAU12>	Protein of unknown function%2C member of the seripauperin multigene family encoded mainly in subtelomeric regions
chrVII	1081899	1083044	-	COS6	<COS6<	Protein of unknown function%2C member of the DUP380 subfamily of conserved%2C often subtelomerically-encoded proteins
chrVII	1085179	1090906	+	YRF1-3	>YRF1-3>	Helicase encoded by the Y' element of subtelomeric regions%2C highly expressed in the mutants lacking the telomerase component TLC1%3B potentially phosphorylated by Cdc28p
chrVII	1089185	1089760	-	YGR296C-A	<YGR296C-A<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B completely overlaps TEL07R
chrVII	1090061	1090543	-	YGR296C-B	<YGR296C-B<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B contained completely within TEL07R
chrVIII	444	3311	-	YHL050C	<YHL050C<	Putative protein of unknown function%2C potential Cdc28p substrate
chrVIII	810	1292	+	YHL050W-A	>YHL050W-A>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B identified by gene-trapping%2C microarray-based expression analysis%2C and genome-wide homology searching
chrVIII	3726	4541	-	YHL049C	<YHL049C<	Putative protein of unknown function
chrVIII	5663	5797	-	YHL048C-A	<YHL048C-A<	Putative protein of unknown function%3B identified by expression profiling and mass spectrometry
chrVIII	6401	7546	+	COS8	>COS8>	Nuclear membrane protein%2C member of the DUP380 subfamily of conserved%2C often subtelomerically-encoded proteins%3B regulation suggests a potential role in the unfolded protein response
chrVIII	8351	10213	-	ARN2	<ARN2<	Transporter%2C member of the ARN family of transporters that specifically recognize siderophore-iron chelates%3B responsible for uptake of iron bound to the siderophore triacetylfusarinine C
chrVIII	9981	10307	+	YHL046W-A	>YHL046W-A>	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrVIII	11923	12285	-	PAU13	<PAU13<	Protein of unknown function%2C member of the seripauperin multigene family encoded mainly in subtelomeric regions%3B expression is induced after ethanol shock
chrVIII	12502	12849	+	YHL045W	>YHL045W>	Putative protein of unknown function%3B not an essential gene
chrVIII	13565	14272	+	YHL044W	>YHL044W>	Putative integral membrane protein%2C member of DUP240 gene family%3B green fluorescent protein (GFP)-fusion protein localizes to the plasma membrane in a punctate pattern
chrVIII	14901	15413	+	ECM34	>ECM34>	Putative protein of unknown function%3B member of the DUP380 subfamily of conserved%2C often subtelomerically-encoded proteins
chrVIII	15667	16119	+	YHL042W	>YHL042W>	Putative protein of unknown function%3B member of the DUP380 subfamily of conserved%2C often subtelomerically-encoded proteins
chrVIII	17392	17842	+	YHL041W	>YHL041W>	Dubious open reading frame unlikely to encode a protein%2C based on experimental and comparative sequence data
chrVIII	19089	20972	-	ARN1	<ARN1<	Transporter%2C member of the ARN family of transporters that specifically recognize siderophore-iron chelates%3B responsible for uptake of iron bound to ferrirubin%2C ferrirhodin%2C and related siderophores
chrVIII	21784	23541	+	EFM1	>EFM1>	Probable lysine methyltransferase involved in the monomethylation of eEF1A (Tef1p%2FTef2p)%3B SET-domain family member%3B predicted involvement in ribosome biogenesis%3B green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
chrVIII	23618	25510	-	CBP2	<CBP2<	Mitochondrial protein required for splicing of the group I intron aI5 of the COB pre-mRNA%2C binds to the RNA to promote splicing%3B also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene
chrVIII	25779	26180	-	YHL037C	<YHL037C<	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrVIII	26242	27882	+	MUP3	>MUP3>	Low affinity methionine permease%2C similar to Mup1p
chrVIII	27979	32757	-	VMR1	<VMR1<	Vacuolar membrane protein involved in multiple drug resistance and metal sensitivity%3B ATP-binding cassette (ABC) family member involved in drug transport%3B potential Cdc28p substrate%3B induced under respiratory conditions
chrVIII	33177	33638	+	YHL034W-A	>YHL034W-A>	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrVIII	33194	34078	-	SBP1	<SBP1<	Putative RNA binding protein%3B involved in translational repression and found in cytoplasmic P bodies%3B found associated with small nucleolar RNAs snR10 and snR11
chrVIII	35257	36027	-	RPL8A	<RPL8A<	Ribosomal protein L4 of the large (60S) ribosomal subunit%2C nearly identical to Rpl8Bp and has similarity to rat L7a ribosomal protein%3B mutation results in decreased amounts of free 60S subunits
chrVIII	36380	38509	-	GUT1	<GUT1<	Glycerol kinase%2C converts glycerol to glycerol-3-phosphate%3B glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p%3B derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p
chrVIII	38817	39488	-	GOS1	<GOS1<	v-SNARE protein involved in Golgi transport%2C homolog of the mammalian protein GOS-28%2FGS28
chrVIII	39076	39533	+	YHL030W-A	>YHL030W-A>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B overlaps the verified gene GOS1%2FYHL031C
chrVIII	40081	45687	+	ECM29	>ECM29>	Major component of the proteasome%3B tethers the proteasome core particle to the regulatory particle%2C and enhances the stability of the proteasome
chrVIII	45926	47965	-	OCA5	<OCA5<	Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae%2C which is a model system for studying replication of positive-strand RNA viruses in their natural hosts
chrVIII	48760	50577	+	WSC4	>WSC4>	ER membrane protein involved in the translocation of soluble secretory proteins and insertion of membrane proteins into the ER membrane%3B may also have a role in the stress response but has only partial functional overlap with WSC1-3
chrVIII	51108	52985	+	RIM101	>RIM101>	Transcriptional repressor involved in response to pH and in cell wall construction%3B required for alkaline pH-stimulated haploid invasive growth and sporulation%3B activated by proteolytic processing%3B similar to A. nidulans PacC
chrVIII	53216	54163	-	YHL026C	<YHL026C<	Putative protein of unknown function%3B YHL026C is not an essential gene%3B in 2005 the start site was moved 141 nt upstream (see Locus History)
chrVIII	54848	55846	+	SNF6	>SNF6>	Subunit of the SWI%2FSNF chromatin remodeling complex involved in transcriptional regulation%3B functions interdependently in transcriptional activation with Snf2p and Snf5p
chrVIII	56646	58787	+	RIM4	>RIM4>	Putative RNA-binding protein required for the expression of early and middle sporulation genes
chrVIII	59120	62560	-	NPR3	<NPR3<	Component%2C with Npr2p%2C of an evolutionarily conserved complex that mediates downregulation of TOR Complex 1 activity in response to amino acid limitation%3B null mutant displays delayed meiotic DNA replication and double-strand break repair
chrVIII	62958	64154	-	SPO11	<SPO11<	Meiosis-specific protein that initiates meiotic recombination by catalyzing the formation of double-strand breaks in DNA via a transesterification reaction%3B required for homologous chromosome pairing and synaptonemal complex formation
chrVIII	64459	65856	-	AIM17	<AIM17<	Putative protein of unknown function%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies%3B null mutant displays reduced frequency of mitochondrial genome loss
chrVIII	66239	67453	-	OPI1	<OPI1<	Transcriptional regulator of a variety of genes%3B phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes%3B involved in telomere maintenance
chrVIII	67708	68301	+	YHL019W-A	>YHL019W-A>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B overlaps the verified gene APM2%2FYHL019C
chrVIII	67728	69545	-	APM2	<APM2<	Protein of unknown function%2C homologous to the medium chain of mammalian clathrin-associated protein complex%3B involved in vesicular transport
chrVIII	69705	70067	+	YHL018W	>YHL018W>	Putative protein of unknown function%3B green fluorescent protein (GFP)-fusion protein localizes to mitochondria and is induced in response to the DNA-damaging agent MMS
chrVIII	70272	71870	+	YHL017W	>YHL017W>	Putative protein of unknown function%3B green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles
chrVIII	72030	74237	-	DUR3	<DUR3<	Plasma membrane transporter for both urea and polyamines%2C expression is highly sensitive to nitrogen catabolite repression and induced by allophanate%2C the last intermediate of the allantoin degradative pathway
chrVIII	74692	74775	+	YHL015W-A	>YHL015W-A>	Putative protein of unknown function
chrVIII	75407	75772	+	RPS20	>RPS20>	Protein component of the small (40S) ribosomal subunit%3B overproduction suppresses mutations affecting RNA polymerase III-dependent transcription%3B has similarity to E. coli S10 and rat S20 ribosomal proteins
chrVIII	76094	77311	-	YLF2	<YLF2<	Protein of unknown function%2C has weak similarity to E. coli GTP-binding protein gtp1%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies
chrVIII	77427	78350	-	OTU2	<OTU2<	Protein of unknown function that may interact with ribosomes%2C based on co-purification experiments%3B member of the ovarian tumor-like (OTU) superfamily of predicted cysteine proteases%3B shows cytoplasmic localization
chrVIII	78933	80414	+	YHL012W	>YHL012W>	Putative protein of unknown function%2C has some homology to Ugp1p%2C which encodes UDP-glucose pyrophosphorylase
chrVIII	80651	81613	-	PRS3	<PRS3<	5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase%2C synthesizes PRPP%2C which is required for nucleotide%2C histidine%2C and tryptophan biosynthesis%3B one of five related enzymes%2C which are active as heteromultimeric complexes
chrVIII	81961	83718	-	ETP1	<ETP1<	Putative protein of unknown function that is required for growth on ethanol%3B contains a zinc finger region and has homology to human BRAP2%2C which is a cytoplasmic protein that binds nuclear localization sequences
chrVIII	84065	85057	-	YAP3	<YAP3<	Basic leucine zipper (bZIP) transcription factor
chrVIII	92623	94548	-	YHL008C	<YHL008C<	Putative protein of unknown function%2C may be involved in the uptake of chloride ions%3B does not appear to be involved in monocarboxylic acid transport%3B green fluorescent protein (GFP)-fusion protein localizes to the vacuole
chrVIII	95367	98186	-	STE20	<STE20<	Cdc42p-activated signal transducing kinase of the PAK (p21-activated kinase) family%3B involved in pheromone response%2C pseudohyphal%2Finvasive growth%2C vacuole inheritance%2C down-regulation of sterol uptake%3B GBB motif binds Ste4p
chrVIII	97981	98334	+	YHL006W-A	>YHL006W-A>	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrVIII	98591	99043	-	SHU1	<SHU1<	Protein involved in a Rad51p-%2C Rad54p-dependent pathway for homologous recombination repair%2C important for error-free repair of spontaneous and induced DNA lesions to protect the genome from mutation%3B associates with Shu2p%2C Psy3p%2C and Csm2p
chrVIII	99076	99468	-	YHL005C	<YHL005C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the verified ORF YHL004W
chrVIII	99467	100651	+	MRP4	>MRP4>	Mitochondrial ribosomal protein of the small subunit
chrVIII	100896	102131	-	LAG1	<LAG1<	Ceramide synthase component%2C involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine%2C functionally equivalent to Lac1p
chrVIII	102835	103323	-	YHL002C-A	<YHL002C-A<	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrVIII	102860	104218	+	HSE1	>HSE1>	Subunit of the endosomal Vps27p-Hse1p complex required for sorting of ubiquitinated membrane proteins into intralumenal vesicles prior to vacuolar degradation%2C as well as for recycling of Golgi proteins and formation of lumenal membranes
chrVIII	104525	105339	+	RPL14B	>RPL14B>	Protein component of the large (60S) ribosomal subunit%2C nearly identical to Rpl14Ap and has similarity to rat L14 ribosomal protein
chrVIII	106303	107616	+	OSH7	>OSH7>	Member of an oxysterol-binding protein family with seven members in S. cerevisiae%3B family members have overlapping%2C redundant functions in sterol metabolism and collectively perform a function essential for viability
chrVIII	108074	108370	+	QCR10	>QCR10>	Subunit of the ubiqunol-cytochrome c oxidoreductase complex which includes Cobp%2C Rip1p%2C Cyt1p%2C Cor1p%2C Qcr2p%2C Qcr6p%2C Qcr7p%2C Qcr8p%2C Qcr9p%2C and Qcr10p and comprises part of the mitochondrial respiratory chain
chrVIII	109060	110133	+	LEU5	>LEU5>	Mitochondrial carrier protein involved in the accumulation of CoA in the mitochondrial matrix%3B homolog of human Graves disease protein%3B does not encode an isozyme of Leu4p%2C as first hypothesized
chrVIII	110276	111565	-	YHR003C	<YHR003C<	Protein of unknown function%2C localized to the mitochondrial outer membrane
chrVIII	112002	113342	-	NEM1	<NEM1<	Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme%3B regulates nuclear growth by controlling phospholipid biosynthesis%2C required for normal nuclear envelope morphology and sporulation%3B homolog of the human protein Dullard
chrVIII	113747	115165	-	GPA1	<GPA1<	GTP-binding alpha subunit of the heterotrimeric G protein that couples to pheromone receptors%3B negatively regulates the mating pathway by sequestering G(beta)gamma and by triggering an adaptive response%3B activates Vps34p at the endosome
